            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2460171.645833333, A.D. 2023-Aug-15 03:30:00.0000, -2.493089425060211E+05,  3.185447989696688E+05,  3.495000550213995E+04,
2460171.666666667, A.D. 2023-Aug-15 04:00:00.0000, -2.506973443446997E+05,  3.174807873496325E+05,  3.492166378571563E+04,
2460171.687500000, A.D. 2023-Aug-15 04:30:00.0000, -2.520809339397319E+05,  3.164106264051200E+05,  3.489263568319746E+04,
2460171.708333333, A.D. 2023-Aug-15 05:00:00.0000, -2.534596849279685E+05,  3.153343380782127E+05,  3.486292185956736E+04,
2460171.729166667, A.D. 2023-Aug-15 05:30:00.0000, -2.548335710358276E+05,  3.142519444101416E+05,  3.483252299159100E+04,
2460171.750000000, A.D. 2023-Aug-15 06:00:00.0000, -2.562025660796025E+05,  3.131634675409668E+05,  3.480143976780484E+04,
2460171.770833333, A.D. 2023-Aug-15 06:30:00.0000, -2.575666439657685E+05,  3.120689297092565E+05,  3.476967288850356E+04,
2460171.791666667, A.D. 2023-Aug-15 07:00:00.0000, -2.589257786912898E+05,  3.109683532517657E+05,  3.473722306572690E+04,
2460171.812500000, A.D. 2023-Aug-15 07:30:00.0000, -2.602799443439248E+05,  3.098617606031137E+05,  3.470409102324684E+04,
2460171.833333333, A.D. 2023-Aug-15 08:00:00.0000, -2.616291151025318E+05,  3.087491742954615E+05,  3.467027749655435E+04,
2460171.854166667, A.D. 2023-Aug-15 08:30:00.0000, -2.629732652373727E+05,  3.076306169581879E+05,  3.463578323284628E+04,
2460171.875000000, A.D. 2023-Aug-15 09:00:00.0000, -2.643123691104176E+05,  3.065061113175658E+05,  3.460060899101236E+04,
2460171.895833333, A.D. 2023-Aug-15 09:30:00.0000, -2.656464011756473E+05,  3.053756801964368E+05,  3.456475554162129E+04,
2460171.916666667, A.D. 2023-Aug-15 10:00:00.0000, -2.669753359793563E+05,  3.042393465138861E+05,  3.452822366690796E+04,
2460171.937500000, A.D. 2023-Aug-15 10:30:00.0000, -2.682991481604536E+05,  3.030971332849166E+05,  3.449101416075937E+04,
2460171.958333333, A.D. 2023-Aug-15 11:00:00.0000, -2.696178124507651E+05,  3.019490636201216E+05,  3.445312782870147E+04,
2460171.979166667, A.D. 2023-Aug-15 11:30:00.0000, -2.709313036753328E+05,  3.007951607253574E+05,  3.441456548788518E+04,
2460172.000000000, A.D. 2023-Aug-15 12:00:00.0000, -2.722395967527152E+05,  2.996354479014156E+05,  3.437532796707275E+04,
2460172.020833333, A.D. 2023-Aug-15 12:30:00.0000, -2.735426666952861E+05,  2.984699485436943E+05,  3.433541610662377E+04,
2460172.041666667, A.D. 2023-Aug-15 13:00:00.0000, -2.748404886095326E+05,  2.972986861418682E+05,  3.429483075848142E+04,
2460172.062500000, A.D. 2023-Aug-15 13:30:00.0000, -2.761330376963530E+05,  2.961216842795592E+05,  3.425357278615823E+04,
2460172.083333333, A.D. 2023-Aug-15 14:00:00.0000, -2.774202892513538E+05,  2.949389666340050E+05,  3.421164306472201E+04,
2460172.104166667, A.D. 2023-Aug-15 14:30:00.0000, -2.787022186651453E+05,  2.937505569757285E+05,  3.416904248078175E+04,
2460172.125000000, A.D. 2023-Aug-15 15:00:00.0000, -2.799788014236377E+05,  2.925564791682052E+05,  3.412577193247312E+04,
2460172.145833333, A.D. 2023-Aug-15 15:30:00.0000, -2.812500131083353E+05,  2.913567571675307E+05,  3.408183232944412E+04,
2460172.166666667, A.D. 2023-Aug-15 16:00:00.0000, -2.825158293966307E+05,  2.901514150220873E+05,  3.403722459284084E+04,
2460172.187500000, A.D. 2023-Aug-15 16:30:00.0000, -2.837762260620982E+05,  2.889404768722102E+05,  3.399194965529240E+04,
2460172.208333333, A.D. 2023-Aug-15 17:00:00.0000, -2.850311789747860E+05,  2.877239669498525E+05,  3.394600846089677E+04,
2460172.229166667, A.D. 2023-Aug-15 17:30:00.0000, -2.862806641015083E+05,  2.865019095782501E+05,  3.389940196520583E+04,
2460172.250000000, A.D. 2023-Aug-15 18:00:00.0000, -2.875246575061360E+05,  2.852743291715861E+05,  3.385213113521038E+04,
2460172.270833333, A.D. 2023-Aug-15 18:30:00.0000, -2.887631353498877E+05,  2.840412502346534E+05,  3.380419694932539E+04,
2460172.291666667, A.D. 2023-Aug-15 19:00:00.0000, -2.899960738916182E+05,  2.828026973625180E+05,  3.375560039737502E+04,
2460172.312500000, A.D. 2023-Aug-15 19:30:00.0000, -2.912234494881083E+05,  2.815586952401808E+05,  3.370634248057734E+04,
2460172.333333333, A.D. 2023-Aug-15 20:00:00.0000, -2.924452385943523E+05,  2.803092686422394E+05,  3.365642421152919E+04,
2460172.354166667, A.D. 2023-Aug-15 20:30:00.0000, -2.936614177638455E+05,  2.790544424325483E+05,  3.360584661419097E+04,
2460172.375000000, A.D. 2023-Aug-15 21:00:00.0000, -2.948719636488704E+05,  2.777942415638796E+05,  3.355461072387118E+04,
2460172.395833333, A.D. 2023-Aug-15 21:30:00.0000, -2.960768530007829E+05,  2.765286910775820E+05,  3.350271758721094E+04,
2460172.416666667, A.D. 2023-Aug-15 22:00:00.0000, -2.972760626702974E+05,  2.752578161032398E+05,  3.345016826216843E+04,
2460172.437500000, A.D. 2023-Aug-15 22:30:00.0000, -2.984695696077701E+05,  2.739816418583313E+05,  3.339696381800338E+04,
2460172.458333333, A.D. 2023-Aug-15 23:00:00.0000, -2.996573508634836E+05,  2.727001936478861E+05,  3.334310533526109E+04,
2460172.479166667, A.D. 2023-Aug-15 23:30:00.0000, -3.008393835879286E+05,  2.714134968641418E+05,  3.328859390575682E+04,
2460172.500000000, A.D. 2023-Aug-16 00:00:00.0000, -3.020156450320864E+05,  2.701215769862007E+05,  3.323343063255968E+04,
2460172.520833333, A.D. 2023-Aug-16 00:30:00.0000, -3.031861125477098E+05,  2.688244595796851E+05,  3.317761662997681E+04,
2460172.541666667, A.D. 2023-Aug-16 01:00:00.0000, -3.043507635876033E+05,  2.675221702963923E+05,  3.312115302353702E+04,
2460172.562500000, A.D. 2023-Aug-16 01:30:00.0000, -3.055095757059026E+05,  2.662147348739490E+05,  3.306404094997499E+04,
2460172.583333333, A.D. 2023-Aug-16 02:00:00.0000, -3.066625265583533E+05,  2.649021791354650E+05,  3.300628155721461E+04,
2460172.604166667, A.D. 2023-Aug-16 02:30:00.0000, -3.078095939025891E+05,  2.635845289891862E+05,  3.294787600435269E+04,
2460172.625000000, A.D. 2023-Aug-16 03:00:00.0000, -3.089507555984084E+05,  2.622618104281470E+05,  3.288882546164274E+04,
2460172.645833333, A.D. 2023-Aug-16 03:30:00.0000, -3.100859896080511E+05,  2.609340495298221E+05,  3.282913111047811E+04,
2460172.666666667, A.D. 2023-Aug-16 04:00:00.0000, -3.112152739964735E+05,  2.596012724557778E+05,  3.276879414337549E+04,
2460172.687500000, A.D. 2023-Aug-16 04:30:00.0000, -3.123385869316236E+05,  2.582635054513224E+05,  3.270781576395824E+04,
2460172.708333333, A.D. 2023-Aug-16 05:00:00.0000, -3.134559066847144E+05,  2.569207748451564E+05,  3.264619718693946E+04,
2460172.729166667, A.D. 2023-Aug-16 05:30:00.0000, -3.145672116304974E+05,  2.555731070490211E+05,  3.258393963810506E+04,
2460172.750000000, A.D. 2023-Aug-16 06:00:00.0000, -3.156724802475343E+05,  2.542205285573483E+05,  3.252104435429693E+04,
2460172.770833333, A.D. 2023-Aug-16 06:30:00.0000, -3.167716911184689E+05,  2.528630659469075E+05,  3.245751258339557E+04,
2460172.791666667, A.D. 2023-Aug-16 07:00:00.0000, -3.178648229302972E+05,  2.515007458764538E+05,  3.239334558430326E+04,
2460172.812500000, A.D. 2023-Aug-16 07:30:00.0000, -3.189518544746375E+05,  2.501335950863746E+05,  3.232854462692646E+04,
2460172.833333333, A.D. 2023-Aug-16 08:00:00.0000, -3.200327646479992E+05,  2.487616403983361E+05,  3.226311099215872E+04,
2460172.854166667, A.D. 2023-Aug-16 08:30:00.0000, -3.211075324520507E+05,  2.473849087149282E+05,  3.219704597186297E+04,
2460172.875000000, A.D. 2023-Aug-16 09:00:00.0000, -3.221761369938865E+05,  2.460034270193106E+05,  3.213035086885426E+04,
2460172.895833333, A.D. 2023-Aug-16 09:30:00.0000, -3.232385574862942E+05,  2.446172223748563E+05,  3.206302699688192E+04,
2460172.916666667, A.D. 2023-Aug-16 10:00:00.0000, -3.242947732480197E+05,  2.432263219247960E+05,  3.199507568061193E+04,
2460172.937500000, A.D. 2023-Aug-16 10:30:00.0000, -3.253447637040312E+05,  2.418307528918611E+05,  3.192649825560913E+04,
2460172.958333333, A.D. 2023-Aug-16 11:00:00.0000, -3.263885083857843E+05,  2.404305425779262E+05,  3.185729606831935E+04,
2460172.979166667, A.D. 2023-Aug-16 11:30:00.0000, -3.274259869314844E+05,  2.390257183636518E+05,  3.178747047605128E+04,
2460173.000000000, A.D. 2023-Aug-16 12:00:00.0000, -3.284571790863484E+05,  2.376163077081250E+05,  3.171702284695863E+04,
2460173.020833333, A.D. 2023-Aug-16 12:30:00.0000, -3.294820647028668E+05,  2.362023381485008E+05,  3.164595456002186E+04,
2460173.041666667, A.D. 2023-Aug-16 13:00:00.0000, -3.305006237410636E+05,  2.347838372996423E+05,  3.157426700502980E+04,
2460173.062500000, A.D. 2023-Aug-16 13:30:00.0000, -3.315128362687563E+05,  2.333608328537608E+05,  3.150196158256162E+04,
2460173.083333333, A.D. 2023-Aug-16 14:00:00.0000, -3.325186824618142E+05,  2.319333525800545E+05,  3.142903970396818E+04,
2460173.104166667, A.D. 2023-Aug-16 14:30:00.0000, -3.335181426044166E+05,  2.305014243243472E+05,  3.135550279135362E+04,
2460173.125000000, A.D. 2023-Aug-16 15:00:00.0000, -3.345111970893096E+05,  2.290650760087266E+05,  3.128135227755670E+04,
2460173.145833333, A.D. 2023-Aug-16 15:30:00.0000, -3.354978264180623E+05,  2.276243356311817E+05,  3.120658960613220E+04,
2460173.166666667, A.D. 2023-Aug-16 16:00:00.0000, -3.364780112013223E+05,  2.261792312652395E+05,  3.113121623133212E+04,
2460173.187500000, A.D. 2023-Aug-16 16:30:00.0000, -3.374517321590696E+05,  2.247297910596016E+05,  3.105523361808683E+04,
2460173.208333333, A.D. 2023-Aug-16 17:00:00.0000, -3.384189701208710E+05,  2.232760432377799E+05,  3.097864324198617E+04,
2460173.229166667, A.D. 2023-Aug-16 17:30:00.0000, -3.393797060261316E+05,  2.218180160977320E+05,  3.090144658926033E+04,
2460173.250000000, A.D. 2023-Aug-16 18:00:00.0000, -3.403339209243479E+05,  2.203557380114961E+05,  3.082364515676085E+04,
2460173.270833333, A.D. 2023-Aug-16 18:30:00.0000, -3.412815959753576E+05,  2.188892374248244E+05,  3.074524045194137E+04,
2460173.291666667, A.D. 2023-Aug-16 19:00:00.0000, -3.422227124495907E+05,  2.174185428568180E+05,  3.066623399283839E+04,
2460173.312500000, A.D. 2023-Aug-16 19:30:00.0000, -3.431572517283176E+05,  2.159436828995589E+05,  3.058662730805181E+04,
2460173.333333333, A.D. 2023-Aug-16 20:00:00.0000, -3.440851953038987E+05,  2.144646862177433E+05,  3.050642193672570E+04,
2460173.354166667, A.D. 2023-Aug-16 20:30:00.0000, -3.450065247800305E+05,  2.129815815483134E+05,  3.042561942852846E+04,
2460173.375000000, A.D. 2023-Aug-16 21:00:00.0000, -3.459212218719933E+05,  2.114943977000889E+05,  3.034422134363347E+04,
2460173.395833333, A.D. 2023-Aug-16 21:30:00.0000, -3.468292684068964E+05,  2.100031635533983E+05,  3.026222925269928E+04,
2460173.416666667, A.D. 2023-Aug-16 22:00:00.0000, -3.477306463239227E+05,  2.085079080597092E+05,  3.017964473684986E+04,
2460173.437500000, A.D. 2023-Aug-16 22:30:00.0000, -3.486253376745735E+05,  2.070086602412585E+05,  3.009646938765470E+04,
2460173.458333333, A.D. 2023-Aug-16 23:00:00.0000, -3.495133246229105E+05,  2.055054491906818E+05,  3.001270480710881E+04,
2460173.479166667, A.D. 2023-Aug-16 23:30:00.0000, -3.503945894457988E+05,  2.039983040706422E+05,  2.992835260761292E+04,
2460173.500000000, A.D. 2023-Aug-17 00:00:00.0000, -3.512691145331480E+05,  2.024872541134596E+05,  2.984341441195307E+04,
2460173.520833333, A.D. 2023-Aug-17 00:30:00.0000, -3.521368823881525E+05,  2.009723286207376E+05,  2.975789185328060E+04,
2460173.541666667, A.D. 2023-Aug-17 01:00:00.0000, -3.529978756275314E+05,  1.994535569629921E+05,  2.967178657509189E+04,
2460173.562500000, A.D. 2023-Aug-17 01:30:00.0000, -3.538520769817668E+05,  1.979309685792776E+05,  2.958510023120791E+04,
2460173.583333333, A.D. 2023-Aug-17 02:00:00.0000, -3.546994692953422E+05,  1.964045929768142E+05,  2.949783448575383E+04,
2460173.604166667, A.D. 2023-Aug-17 02:30:00.0000, -3.555400355269786E+05,  1.948744597306137E+05,  2.940999101313848E+04,
2460173.625000000, A.D. 2023-Aug-17 03:00:00.0000, -3.563737587498716E+05,  1.933405984831050E+05,  2.932157149803378E+04,
2460173.645833333, A.D. 2023-Aug-17 03:30:00.0000, -3.572006221519258E+05,  1.918030389437591E+05,  2.923257763535406E+04,
2460173.666666667, A.D. 2023-Aug-17 04:00:00.0000, -3.580206090359897E+05,  1.902618108887145E+05,  2.914301113023536E+04,
2460173.687500000, A.D. 2023-Aug-17 04:30:00.0000, -3.588337028200888E+05,  1.887169441604007E+05,  2.905287369801446E+04,
2460173.708333333, A.D. 2023-Aug-17 05:00:00.0000, -3.596398870376582E+05,  1.871684686671623E+05,  2.896216706420809E+04,
2460173.729166667, A.D. 2023-Aug-17 05:30:00.0000, -3.604391453377748E+05,  1.856164143828825E+05,  2.887089296449190E+04,
2460173.750000000, A.D. 2023-Aug-17 06:00:00.0000, -3.612314614853874E+05,  1.840608113466055E+05,  2.877905314467937E+04,
2460173.770833333, A.D. 2023-Aug-17 06:30:00.0000, -3.620168193615474E+05,  1.825016896621593E+05,  2.868664936070067E+04,
2460173.791666667, A.D. 2023-Aug-17 07:00:00.0000, -3.627952029636377E+05,  1.809390794977779E+05,  2.859368337858152E+04,
2460173.812500000, A.D. 2023-Aug-17 07:30:00.0000, -3.635665964056007E+05,  1.793730110857220E+05,  2.850015697442174E+04,
2460173.833333333, A.D. 2023-Aug-17 08:00:00.0000, -3.643309839181660E+05,  1.778035147219010E+05,  2.840607193437406E+04,
2460173.854166667, A.D. 2023-Aug-17 08:30:00.0000, -3.650883498490768E+05,  1.762306207654936E+05,  2.831143005462244E+04,
2460173.875000000, A.D. 2023-Aug-17 09:00:00.0000, -3.658386786633157E+05,  1.746543596385673E+05,  2.821623314136078E+04,
2460173.895833333, A.D. 2023-Aug-17 09:30:00.0000, -3.665819549433295E+05,  1.730747618256994E+05,  2.812048301077112E+04,
2460173.916666667, A.D. 2023-Aug-17 10:00:00.0000, -3.673181633892530E+05,  1.714918578735954E+05,  2.802418148900214E+04,
2460173.937500000, A.D. 2023-Aug-17 10:30:00.0000, -3.680472888191324E+05,  1.699056783907085E+05,  2.792733041214725E+04,
2460173.958333333, A.D. 2023-Aug-17 11:00:00.0000, -3.687693161691473E+05,  1.683162540468585E+05,  2.782993162622285E+04,
2460173.979166667, A.D. 2023-Aug-17 11:30:00.0000, -3.694842304938321E+05,  1.667236155728493E+05,  2.773198698714648E+04,
2460174.000000000, A.D. 2023-Aug-17 12:00:00.0000, -3.701920169662969E+05,  1.651277937600873E+05,  2.763349836071466E+04,
2460174.020833333, A.D. 2023-Aug-17 12:30:00.0000, -3.708926608784469E+05,  1.635288194601985E+05,  2.753446762258108E+04,
2460174.041666667, A.D. 2023-Aug-17 13:00:00.0000, -3.715861476412014E+05,  1.619267235846457E+05,  2.743489665823430E+04,
2460174.062500000, A.D. 2023-Aug-17 13:30:00.0000, -3.722724627847119E+05,  1.603215371043448E+05,  2.733478736297570E+04,
2460174.083333333, A.D. 2023-Aug-17 14:00:00.0000, -3.729515919585789E+05,  1.587132910492816E+05,  2.723414164189711E+04,
2460174.104166667, A.D. 2023-Aug-17 14:30:00.0000, -3.736235209320688E+05,  1.571020165081271E+05,  2.713296140985853E+04,
2460174.125000000, A.D. 2023-Aug-17 15:00:00.0000, -3.742882355943293E+05,  1.554877446278533E+05,  2.703124859146572E+04,
2460174.145833333, A.D. 2023-Aug-17 15:30:00.0000, -3.749457219546040E+05,  1.538705066133481E+05,  2.692900512104774E+04,
2460174.166666667, A.D. 2023-Aug-17 16:00:00.0000, -3.755959661424462E+05,  1.522503337270302E+05,  2.682623294263436E+04,
2460174.187500000, A.D. 2023-Aug-17 16:30:00.0000, -3.762389544079319E+05,  1.506272572884634E+05,  2.672293400993353E+04,
2460174.208333333, A.D. 2023-Aug-17 17:00:00.0000, -3.768746731218727E+05,  1.490013086739705E+05,  2.661911028630861E+04,
2460174.229166667, A.D. 2023-Aug-17 17:30:00.0000, -3.775031087760262E+05,  1.473725193162471E+05,  2.651476374475568E+04,
2460174.250000000, A.D. 2023-Aug-17 18:00:00.0000, -3.781242479833074E+05,  1.457409207039748E+05,  2.640989636788070E+04,
2460174.270833333, A.D. 2023-Aug-17 18:30:00.0000, -3.787380774779983E+05,  1.441065443814339E+05,  2.630451014787664E+04,
2460174.291666667, A.D. 2023-Aug-17 19:00:00.0000, -3.793445841159564E+05,  1.424694219481164E+05,  2.619860708650047E+04,
2460174.312500000, A.D. 2023-Aug-17 19:30:00.0000, -3.799437548748239E+05,  1.408295850583379E+05,  2.609218919505025E+04,
2460174.333333333, A.D. 2023-Aug-17 20:00:00.0000, -3.805355768542342E+05,  1.391870654208495E+05,  2.598525849434190E+04,
2460174.354166667, A.D. 2023-Aug-17 20:30:00.0000, -3.811200372760187E+05,  1.375418947984494E+05,  2.587781701468615E+04,
2460174.375000000, A.D. 2023-Aug-17 21:00:00.0000, -3.816971234844130E+05,  1.358941050075941E+05,  2.576986679586534E+04,
2460174.395833333, A.D. 2023-Aug-17 21:30:00.0000, -3.822668229462617E+05,  1.342437279180093E+05,  2.566140988710999E+04,
2460174.416666667, A.D. 2023-Aug-17 22:00:00.0000, -3.828291232512223E+05,  1.325907954523000E+05,  2.555244834707562E+04,
2460174.437500000, A.D. 2023-Aug-17 22:30:00.0000, -3.833840121119692E+05,  1.309353395855613E+05,  2.544298424381925E+04,
2460174.458333333, A.D. 2023-Aug-17 23:00:00.0000, -3.839314773643961E+05,  1.292773923449880E+05,  2.533301965477588E+04,
2460174.479166667, A.D. 2023-Aug-17 23:30:00.0000, -3.844715069678181E+05,  1.276169858094839E+05,  2.522255666673506E+04,
2460174.500000000, A.D. 2023-Aug-18 00:00:00.0000, -3.850040890051725E+05,  1.259541521092713E+05,  2.511159737581722E+04,
$$EOE
**************************************************************************************************************************
 
TIME

  Barycentric Dynamical Time ("TDB" or T_eph) output was requested. This
continuous coordinate time is equivalent to the relativistic proper time
of a clock at rest in a reference frame co-moving with the solar system
barycenter but outside the system's gravity well. It is the independent
variable in the solar system relativistic equations of motion.

  TDB runs at a uniform rate of one SI second per second and is independent
of irregularities in Earth's rotation.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

REFERENCE FRAME AND COORDINATES

  Ecliptic at the standard reference epoch

    Reference epoch: J2000.0
    X-Y plane: adopted Earth orbital plane at the reference epoch
               Note: IAU76 obliquity of 84381.448 arcseconds wrt ICRF X-Y plane
    X-axis   : ICRF
    Z-axis   : perpendicular to the X-Y plane in the directional (+ or -) sense
               of Earth's north pole at the reference epoch.

  Symbol meaning:

    JDTDB    Julian Day Number, Barycentric Dynamical Time
      X      X-component of position vector (km)
      Y      Y-component of position vector (km)
      Z      Z-component of position vector (km)

ABERRATIONS AND CORRECTIONS

 Geometric state vectors have NO corrections or aberrations applied.

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/hrzn_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov
*******************************************************************************
